;Name;Set;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;IsCSO;IsOtherThing;IsInSupply;ImagePath
530;Paddock;Menagerie;['Action'];$5;+$2Gain 2 Horses.+1 Action per empty Supply pile.;+X;;;+$2;;;;2;;False;False;True;card_pictures/Menagerie/Paddock.jpg
531;Sanctuary;Menagerie;['Action'];$5;+1 Card+1 Action+1 BuyYou may Exile a card from your hand.;+1;+1;+1;;;1?;;;;False;False;True;card_pictures/Menagerie/Sanctuary.jpg
532;Destrier;Menagerie;['Action'];$6*;+2 Cards+1 ActionDuring your turn, this costs $1 less per card you've gained this turn.;+1;+2;;;;;;;;False;False;True;card_pictures/Menagerie/Destrier.jpg
533;Wayfarer;Menagerie;['Action'];$6*;+3 CardsYou may gain a Silver.This has the same cost as the last other card gained this turn, if any.;;+3;;;;;;1?;;False;False;True;card_pictures/Menagerie/Wayfarer.jpg
534;Animal Fair;Menagerie;['Action'];$7*;+$4+1 Buy per empty supply pile.Instead of paying this card's cost, you may trash an Action card from your hand.;;;X;+$4;;;;;;False;False;True;card_pictures/Menagerie/Animal_Fair.jpg
535;Delay;Menagerie;['Event'];$0;You may set aside an Action card from your hand. At the start of next turn, play it.;;;;;;;;;;True;False;False;card_pictures/Menagerie/Delay.jpg
536;Desperation;Menagerie;['Event'];$0;Once per turn: You may gain a Curse. If you do, +1 Buy and +$2;;;+1?;+$2?;;;Self;1?;;True;False;False;card_pictures/Menagerie/Desperation.jpg
537;Gamble;Menagerie;['Event'];$2;+1 BuyReveal the top card of your deck. It it's a Treasure or Action, you may play it. Otherwise, discard it.;;;+1;;;;;;;True;False;False;card_pictures/Menagerie/Gamble.jpg
538;Pursue;Menagerie;['Event'];$2;+1 BuyName a card. Reveal the top 4 cards from your deck. Put the matches back and discard the rest.;;;+1;;;;;;;True;False;False;card_pictures/Menagerie/Pursue.jpg
539;Ride;Menagerie;['Event'];$2;Gain a Horse.;;;;;;;;1;;True;False;False;card_pictures/Menagerie/Ride.jpg
540;Toil;Menagerie;['Event'];$2;+1 BuyYou may play an Action card from your hand.;P1?;;+1;;;;;;;True;False;False;card_pictures/Menagerie/Toil.jpg
541;Enhance;Menagerie;['Event'];$3;You may trash a non-Victory card from your hand, to gain a card costing up to $2 more than it.;;;;;1?;;;1?;;True;False;False;card_pictures/Menagerie/Enhance.jpg
542;March;Menagerie;['Event'];$3;Look through your discard pile. You may play an Action card from it.;P1?;;;;;;;;;True;False;False;card_pictures/Menagerie/March.jpg
543;Transport;Menagerie;['Event'];$3;"Choose one: Exile an Action card from the Supply; or put an Action card you have in Exile onto your deck.";;;;;;1?;;;;True;False;False;card_pictures/Menagerie/Transport.jpg
544;Banish;Menagerie;['Event'];$4;Exile any number of cards with the same name from your hand.;;;;;;X;;;;True;False;False;card_pictures/Menagerie/Banish.jpg
545;Bargain;Menagerie;['Event'];$4;Gain a non-Victory card costing up to $5. Each other player gains a Horse.;;;;;;;;1;;True;False;False;card_pictures/Menagerie/Bargain.jpg
546;Invest;Menagerie;['Event'];$4;Exile an Action card from the Supply. While it's in Exile, when another player gains or Invests in a copy of it, +2 Cards.;;;;;;1;;;;True;False;False;card_pictures/Menagerie/Invest.jpg
547;Seize the Day;Menagerie;['Event'];$4;Once per game: Take an extra turn after this one.;;;;;;;;;;True;False;False;card_pictures/Menagerie/Seize_the_Day.jpg
548;Commerce;Menagerie;['Event'];$5;Gain a Gold per differently named card you've gained this turn.;;;;;;;;X;;True;False;False;card_pictures/Menagerie/Commerce.jpg
549;Demand;Menagerie;['Event'];$5;Gain a Horse and a card costing up to $4, both onto your deck.;;;;;;;;2;;True;False;False;card_pictures/Menagerie/Demand.jpg
550;Stampede;Menagerie;['Event'];$5;If you have 5 or fewer cards in play, gain 5 Horses onto your deck.;;;;;;;;5;;True;False;False;card_pictures/Menagerie/Stampede.jpg
551;Reap;Menagerie;['Event'];$7;Gain a Gold. Set it aside. If you do, at the start of your next turn, play it.;;;;(N +$3);;;;1;;True;False;False;card_pictures/Menagerie/Reap.jpg
552;Enclave;Menagerie;['Event'];$8;Gain a Gold. Exile a Duchy from the Supply.;;;;;;1;;1;(+3VP);True;False;False;card_pictures/Menagerie/Enclave.jpg
553;Alliance;Menagerie;['Event'];$10;Gain a Province, a Duchy, an Estate, a Gold, a Silver, and a Copper;;;;;;;;6;(+10VP);True;False;False;card_pictures/Menagerie/Alliance.jpg
554;Populate;Menagerie;['Event'];$10;Gain one card from each Action Supply pile.;;;;;;;;X;;True;False;False;card_pictures/Menagerie/Populate.jpg
555;Way of the Butterfly;Menagerie;['Way'];;You may return this to its pile to gain a card costing exactly $1 more than it.;;;;;;;;1;;True;False;False;card_pictures/Menagerie/Way_of_the_Butterfly.jpg
556;Way of the Camel;Menagerie;['Way'];;Exile a Gold from the Supply;;;;;;1;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Camel.jpg
557;Way of the Chameleon;Menagerie;['Way'];;"Follow this card's instructions; each time that would give you +Cards this turn, you get +$ instead, and vice-versa.";;-X, +X;;-$x, +$x;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Chameleon.jpg
558;Way of the Frog;Menagerie;['Way'];;+1 ActionWhen you discard this from play this turn, put it onto your deck.;+1;;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Frog.jpg
559;Way of the Goat;Menagerie;['Way'];;Trash a card from your hand.;;;;;1;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Goat.jpg
560;Way of the Horse;Menagerie;['Way'];;+2 Cards+1 ActionReturn this to its pile.;+1;+2;;;Self;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Horse.jpg
561;Way of the Mole;Menagerie;['Way'];;+1 ActionDiscard your hand. +3 Cards.;+1;-X, +3;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Mole.jpg
562;Way of the Monkey;Menagerie;['Way'];;+1 Buy+$1;;;+1;+$1;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Monkey.jpg
563;Way of the Mouse;Menagerie;['Way'];;Play the set-aside card, leaving it there.Setup: Set aside an unused Action costing $2 or $3.;;;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Mouse.jpg
564;Way of the Mule;Menagerie;['Way'];;+1 Action+$1;+1;;;+$1;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Mule.jpg
565;Way of the Otter;Menagerie;['Way'];;+2 Cards;;+2;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Otter.jpg
566;Way of the Ox;Menagerie;['Way'];;+2 Actions;+2;;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Ox.jpg
567;Way of the Owl;Menagerie;['Way'];;Draw until you have 6 cards in your hand.;;+X;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Owl.jpg
568;Way of the Pig;Menagerie;['Way'];;+1 Card+1 Action;+1;+1;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Pig.jpg
569;Way of the Rat;Menagerie;['Way'];;You may discard a Treasure to gain a copy of this.;;-1;;;;;;1;;True;False;False;card_pictures/Menagerie/Way_of_the_Rat.jpg
570;Way of the Seal;Menagerie;['Way'];;+$1This turn, when you gain a card, you may put it onto your deck.;;;;+$1;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Seal.jpg
571;Way of the Sheep;Menagerie;['Way'];;+$2;;;;+$2;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Sheep.jpg
572;Way of the Squirrel;Menagerie;['Way'];;+2 Cards at the end of this turn.;;N +2;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Squirrel.jpg
573;Way of the Turtle;Menagerie;['Way'];;Set this aside. If you did, play it at the start of your next turn.;;;;;;;;;;True;False;False;card_pictures/Menagerie/Way_of_the_Turtle.jpg
574;Way of the Worm;Menagerie;['Way'];;Exile an Estate from the Supply.;;;;;;1;;;(+1VP);True;False;False;card_pictures/Menagerie/Way_of_the_Worm.jpg
575;Black Market;Promo;['Action'];$3;+$2 Reveal the top 3 cards of the Black Market deck. Play any number of Treasures from your hand. You may buy one of the revealed cards. Put the rest on the bottom of the Black Market deck in any order.Setup: Make a Black Market deck out of different unused Kingdom cards.;;;;+$2;;;;;;False;False;True;card_pictures/Promo/Black_Market.jpg
576;Church;Promo;['Action', 'Duration'];$3;+1 ActionSet aside up to 3 cards from your hand face down. At the start of your next turn, put them into your hand, then you may trash a card from your hand.;+1;-0-3, N +0-3;;;N 1?;;;;;False;False;True;card_pictures/Promo/Church.jpg
577;Dismantle;Promo;['Action'];$4;Trash a card from your hand. If it costs $1 or more, gain a cheaper card and a Gold.;;;;;1;;;2?;;False;False;True;card_pictures/Promo/Dismantle.jpg
578;Envoy;Promo;['Action'];$4;Reveal the top 5 cards of your deck. The player to your left chooses one. Discard that one and put the rest into your hand.;;+4;;;;;;;;False;False;True;card_pictures/Promo/Envoy.jpg
579;Sauna;Promo;['Action'];$4;+1 Card+1 ActionYou may play an Avanto from your hand.While this is in play, when you play a Silver, you may trash a card from your hand.;+1, P1?;+1;;;X;;;;;False;False;True;card_pictures/Promo/Sauna.jpg
580;Walled Village;Promo;['Action'];$4;+1 Card+2 ActionsAt the start of Clean-up, if you have this and no more than one other Action card in play, you may put this onto your deck.;+2;+1;;;;;;;;False;False;True;card_pictures/Promo/Walled_Village.jpg
581;Avanto;Promo;['Action'];$5;+3 CardsYou may play a Sauna from your hand.;P1?;+3;;;;;;;;False;False;True;card_pictures/Promo/Avanto.jpg
582;Governor;Promo;['Action'];$5;"+1 ActionChoose one; you get the version in parentheses: Each player gets +1 (+3) Cards; or each player gains a Silver (Gold); or each player may trash a card from their hand and gain a card costing exactly $1 ($2) more.";+1;+3?;;;1?;;;1?;;False;False;True;card_pictures/Promo/Governor.jpg
583;Stash;Promo;['Treasure'];$5;$2When shuffling, you may look through your remaining deck, and may put this anywhere in the shuffled cards.;;;;+$2;;;;;;False;False;True;card_pictures/Promo/Stash.jpg
584;Summon;Promo;['Event'];$5;Gain an Action card costing up to $4. Set it aside. If you did, then at the start of your next turn, play it.;;;;;;;;1;;True;False;False;card_pictures/Promo/Summon.jpg
585;Captain;Promo;['Action', 'Duration', 'Command'];$6;Now and at the start of your next turn:Play a non-Duration non-Command Action card from the Supply costing up to $4, leaving it there.;P1, N P1;;;;;;;;;False;False;True;card_pictures/Promo/Captain.jpg
586;Prince;Promo;['Action'];$8;You may set this aside. If you do, set aside an Action card from your hand costing up to $4. At the start of each of your turns, play that Action, setting it aside again when you discard it from play. (Stop playing it if you fail to set it aside on a turn you play it.);N... P1;;;;;;;;;False;False;True;card_pictures/Promo/Prince.jpg
0;Knights;Dark Ages;['Action', 'Attack', 'Knights'];$5* ;Shuffle the Knights pile before each game with it. Keep it face down except for the top card, which is the only one that can be bought or gained.;;;;;;;;;;False;False;True;card_pictures/Dark Ages/Knights.jpg
0;Castles;Empires;['Victory', 'Castle'];$3* ;Sort the Castle pile by cost, putting the more expensive Castles on the bottom. For a 2-player game, use only one of each Castle. Only the top card of the pile can be gained or bought.;;;;;;;;;;False;False;True;card_pictures/Empires/Castles.jpg
