Name;Expansion;Types;Cost;Text;Actions / Villagers;Cards;Buys;Coins / Coffers;Trash / Return;Exile;Junk;Gain;Victory Points;ImagePath
Barbarian;Allies;Action - Attack;$5;"+$2 Each other player trashes the top card of their deck. If it costs $3 or more they gain a cheaper card sharing a type with it; otherwise they gain a Curse.";;;;+$2;;;!1;;;Allies/Barbarian.jpg
Capital City;Allies;Action;$5;+1 Card +2 Actions You may discard 2 cards for +$2. You may pay $2 for +2 Cards.;+2;+1, -2?, !+2;;-$2?, !+$2;;;;;;Allies/Capital_City.jpg
Contract;Allies;Treasure - Duration - Liaison;$5;$2 +1 Favor You may set aside an Action from your hand to play it at the start of your next turn.;N P1?;;;+$2;;;;;;Allies/Contract.jpg
Emissary;Allies;Action - Liaison;$5;+3 Cards If this made you shuffle (at least one card), +1 Action and +2 Favors.;!+1;+3;;;;;;;;Allies/Emissary.jpg
Galleria;Allies;Action;$5;+$3 This turn, when you gain a card costing $3 or $4, +1 Buy.;;;+X;+$3;;;;;;Allies/Galleria.jpg
Guildmaster;Allies;Action - Liaison;$5;+$3 This turn, when you gain a card, +1 Favor.;;;;+$3;;;;;;Allies/Guildmaster.jpg
Highwayman;Allies;Action - Duration - Attack;$5;At the start of your next turn, discard this from play and +3 Cards. Until then, the first Treasure each other player plays each turn does nothing.;;N +3;;;;;;;;Allies/Highwayman.jpg
Hunter;Allies;Action;$5;+1 Action Reveal the top 3 cards of your deck. From those cards, put an Action, a Treasure, and a Victory card into your hand. Discard the rest.;+1;+ 0-3;;;;;;;;Allies/Hunter.jpg
Modify;Allies;Action;$5;"Trash a card from your hand. Choose one: +1 Card and +1 Action; or gain a card costing up to $2 more than the trashed card.";+1?;+1?;;;1;;;1?;;Allies/Modify.jpg
Skirmisher;Allies;Action - Attack;$5;+1 Card +1 Action +$1 This turn, when you gain an Attack card, each other player discards down to 3 cards in hand.;+1;+1;;+$1;;;;;;Allies/Skirmisher.jpg
Specialist;Allies;Action;$5;"You may play an Action or Treasure from your hand. Choose one: Play it again; or gain a copy of it.";P1, P1?;;;P1, P1?;;;;1?;;Allies/Specialist.jpg
Swap;Allies;Action;$5;+1 Card +1 Action You may return an Action from your hand to its pile, to gain to your hand a different Action costing up to $5.;+1;+1, !(+1);;;1?;;;!1;;Allies/Swap.jpg
Marquis;Allies;Action;$6;+1 Buy +1 Card per card in your hand. Discard down to 10 cards in hand.;;+X, -Y;+1;;;;;;;Allies/Marquis.jpg
Town Crier;Allies;Action - Townsfolk;$2;"Choose one: +$2; or gain a Silver; or +1 Card and +1 Action. You may rotate the Townsfolk.";+1?;+1?;;+$2?;;;;1?;;Allies/Town_Crier.jpg
Herb Gatherer;Allies;Action - Augur;$3;+1 Buy Put your deck into your discard pile. Look through it and you may play a Treasure from it. You may rotate the Augurs.;;;+1;P1?;;;;;;Allies/Herb_Gatherer.jpg
Old Map;Allies;Action - Odyssey;$3;+1 Card +1 Action Discard a card. +1 Card. You may rotate the Odysseys.;+1;+1, -1, +1;;;;;;;;Allies/Old_Map.jpg
Blacksmith;Allies;Action - Townsfolk;$3;"Choose one: Draw until you have 6 cards in hand; or +2 Cards; or +1 Card and +1 Action.";+1?;=6?, +2?, +1?;;;;;;;;Allies/Blacksmith.jpg
Student;Allies;Action - Wizard - Liaison;$3;+1 Action You may rotate the Wizards. Trash a card from your hand. If it's a Treasure, +1 Favor and put this onto your deck.;+1;;;;1;;;;;Allies/Student.jpg
Tent;Allies;Action - Fort;$3;+$2 You may rotate the Forts.When you discard this from play, you may put it onto your deck.;;;;+$2;;;;;;Allies/Tent.jpg
Battle Plan;Allies;Action - Clash;$3;+1 Card +1 Action You may reveal an Attack card from your hand for +1 Card.  You may rotate any Supply pile.;+1;+1, +1?;;;;;;;;Allies/Battle_Plan.jpg
Acolyte;Allies;Action - Augur;$4;You may trash an Action or Victory card from your hand to gain a Gold. You may trash this to gain an Augur.;;;;;1?, Self?;;;!1, !1;;Allies/Acolyte.jpg
Voyage;Allies;Action - Duration - Odyssey;$4;+1 Action Take an extra turn after this one (but not a 3rd turn in a row), during which you can only play 3 cards from your hand.;+1;;;;;;;;;Allies/Voyage.jpg
Miller;Allies;Action - Townsfolk;$4;+1 Action Look at the top 4 cards of your deck. Put one into your hand and discard the rest.;+1;+1;;;;;;;;Allies/Miller.jpg
Conjurer;Allies;Action - Duration - Wizard;$4;Gain a card costing up to $4. At the start of your next turn, put this into your hand.;;N +Self;;;;;;1;;Allies/Conjurer.jpg
Garrison;Allies;Action - Duration - Fort;$4;+$2 This turn, when you gain a card, add a token here. At the start of your next turn, remove them for +1 Card each.;;N +X;;+$2;;;;;;Allies/Garrison.jpg
Archer;Allies;Action - Attack - Clash;$4;+$2 Each other player with 5 or more cards in hand reveals all but one, and discards one of those you choose.;;;;+$2;;;;;;Allies/Archer.jpg
Sorceress;Allies;Action - Attack - Augur;$5;+1 Action Name a card. Reveal the top card of your deck and put it into your hand. If it's the named card, each other player gains a Curse.;+1;+1;;;;;!1;;;Allies/Sorceress.jpg
Sunken Treasure;Allies;Treasure - Odyssey;$5;Gain an Action card you don't have a copy of in play.;;;;;;;;1;;Allies/Sunken_Treasure.jpg
Elder;Allies;Action - Townsfolk;$5;+$2 You may play an Action card from your hand. When it gives you a choice of abilities (e.g. “choose one”) this turn, you may choose an extra (different) option.;P1?;;;+$2;;;;;;Allies/Elder.jpg
Sorcerer;Allies;Action - Attack - Wizard;$5;+1 Card +1 Action Each other player names a card, then reveals the top card of their deck. If wrong, they gain a Curse.;+1;+1;;;;;!1;;;Allies/Sorcerer.jpg
Hill Fort;Allies;Action - Fort;$5;"Gain a card costing up to $4. Choose one: Put it into your hand; or +1 Card and +1 Action.";+1?;(+1)?, +1?;;;;;;1;;Allies/Hill_Fort.jpg
Warlord;Allies;Action - Duration - Attack - Clash;$5;+1 Action At the start of your next turn, +2 Cards. Until then, other players can't play an Action from their hand that they have 2 or more copies of in play.;+1;N +2;;;;;;;;Allies/Warlord.jpg
Sibyl;Allies;Action - Augur;$6;+4 Cards +1 Action Put a card from your hand on top of your deck, and another on the bottom.;+1;+4, -2;;;;;;;;Allies/Sibyl.jpg
Distant Shore;Allies;Action - Victory - Odyssey;$6;+2 Cards +1 Action Gain an Estate.2;+1;+2;;;;;;1;2 , (1 );Allies/Distant_Shore.jpg
Lich;Allies;Action - Wizard;$6;+6 Cards +2 Actions Skip a turn.When you trash this, discard it and gain a cheaper card from the trash.;+2;+6;;;;;;*Self 1;;Allies/Lich.jpg
Stronghold;Allies;Action - Victory - Duration - Fort;$6;"Choose one: +$3; or at the start of your next turn, +3 Cards.2";;N +3?;;+$3?;;;;;2;Allies/Stronghold.jpg
Territory;Allies;Victory - Clash;$6;Worth 1 per differently named Victory card you have.When you gain this, gain a Gold per empty Supply pile.;;;;;;;;*X;X;Allies/Territory.jpg
Architects' Guild;Allies;Ally;;When you gain a card, you may spend 2 Favors to gain a cheaper non-Victory card.;;;;;;;;!1;;Allies/Architects'_Guild.jpg
Band of Nomads;Allies;Ally;;When you gain a card costing $3 or more, you may spend a Favor, for +1 Card, or +1 Action, or +1 Buy.;!+1;!+1;!+1;;;;;;;Allies/Band_of_Nomads.jpg
Cave Dwellers;Allies;Ally;;At the start of your turn, you may spend a Favor, to discard a card then draw a card. Repeat as desired.;;-1, +1;;;;;;;;Allies/Cave_Dwellers.jpg
Circle of Witches;Allies;Ally;;After playing a Liaison, you may spend 3 Favors to have each other player gain a Curse.;;;;;;;1;;;Allies/Circle_of_Witches.jpg
City-state;Allies;Ally;;When you gain an Action card during your turn, you may spend 2 Favors to play it.;*P1;;;;;;;;;Allies/City-state.jpg
Coastal Haven;Allies;Ally;;When discarding your hand in Clean-up, you may spend any number of Favors to keep that many cards in hand for next turn (you still draw 5).;;(N +X);;;;;;;;Allies/Coastal_Haven.jpg
Crafters' Guild;Allies;Ally;;At the start of your turn, you may spend 2 Favors to gain a card costing up to $4 onto your deck.;;;;;;;;1;;Allies/Crafters'_Guild.jpg
Desert Guides;Allies;Ally;;At the start of your turn, you may spend a Favor to discard your hand and draw 5 cards. Repeat as desired.;;-X +5;;;;;;;;Allies/Desert_Guides.jpg
Family of Inventors;Allies;Ally;;At the start of your Buy phase, you may put a Favor token you have on a non-Victory Supply pile. Cards cost $1 less per Favor token on their piles.;;;;!R1;;;;;;Allies/Family_of_Inventors.jpg
Fellowship of Scribes;Allies;Ally;;After playing an Action, if you have 4 or fewer cards in hand, you may spend a Favor for +1 Card.;;!+1;;;;;;;;Allies/Fellowship_of_Scribes.jpg
Forest Dwellers;Allies;Ally;;At the start of your turn, you may spend a Favor to look at the top 3 cards of your deck, discard any number and put the rest back in any order.;;;;;;;;;;Allies/Forest_Dwellers.jpg
Gang of Pickpockets;Allies;Ally;;At the start of your turn, discard down to 4 cards in hand unless you spend a Favor.;;-X;;;;;;;;Allies/Gang_of_Pickpockets.jpg
Island Folk;Allies;Ally;;At the end of your turn, you may spend 5 Favors to take another turn (but not a 3rd turn in a row).;;;;;;;;;;Allies/Island_Folk.jpg
League of Bankers;Allies;Ally;;At the start of your Buy phase, +$1 per 4 Favors you have (round down).;;;;**+$X;;;;;;Allies/League_of_Bankers.jpg
League of Shopkeepers;Allies;Ally;;After playing a Liaison, if you have 5 or more Favors, +$1, and if 10 or more, +1 Action and +1 Buy.;**+1?;;**+1?;**+$1?;;;;;;Allies/League_of_Shopkeepers.jpg
Market Towns;Allies;Ally;;At the start of your Buy phase, you may spend a Favor to play an Action card from your hand. Repeat as desired.;P1;;;;;;;;;Allies/Market_Towns.jpg
Mountain Folk;Allies;Ally;;At the start of your turn, you may spend 5 Favors for +3 Cards.;;+3;;;;;;;;Allies/Mountain_Folk.jpg
Order of Astrologers;Allies;Ally;;When shuffling, you may pick one card per Favor you spend to go on top.;;;;;;;;;;Allies/Order_of_Astrologers.jpg
Order of Masons;Allies;Ally;;When shuffling, you may pick up to 2 cards per Favor you spend to put into your discard pile.;;;;;;;;;;Allies/Order_of_Masons.jpg
Peaceful Cult;Allies;Ally;;At the start of your Buy phase, you may spend any number of Favors to trash that many cards from your hand.;;;;;X;;;;;Allies/Peaceful_Cult.jpg
Plateau Shepherds;Allies;Ally;;When scoring, pair up your Favors with cards you have costing $2, for 2 per pair.;;;;;;;;;X;Allies/Plateau_Shepherds.jpg
Trappers' Lodge;Allies;Ally;;When you gain a card, you may spend a Favor to put it onto your deck.;;;;;;;;;;Allies/Trappers'_Lodge.jpg
Woodworkers' Guild;Allies;Ally;;At the start of your Buy phase, you may spend a Favor to trash an Action card from your hand. If you did, gain an Action card.;;;;;1?;;;!1;;Allies/Woodworkers'_Guild.jpg
Cage;Plunder;Treasure - Duration;$2;Set aside up to 4 cards from your hand face down (on this). The next time you gain a Victory card, trash this, and put the set aside cards into your hand at end of turn.;;- 0-4(X) **(N +X);;;**Self;;;;;Plunder/Cage.jpg
Grotto;Plunder;Action - Duration;$2;+1 Action Set aside up to 4 cards from your hand face down (on this). At the start of your next turn, discard them, then draw as many.;+1;- 0-4(X) N +Y (X=Y);;;;;;;;Plunder/Grotto.jpg
Jewelled Egg;Plunder;Treasure;$2;$1 +1 BuyWhen you trash this, gain a Loot.;;;+1;+$1;;;;*1;;Plunder/Jewelled_Egg.jpg
Search;Plunder;Action - Duration;$2;+$2 The next time a Supply pile empties, trash this and gain a Loot.;;;;+$2;;;;**1;;Plunder/Search.jpg
Shaman;Plunder;Action;$2;+1 Action +$1 You may trash a card from your hand.In games using this, at the start of your turn, gain a card from the trash costing up to $6.;+1;;;+$1;1?;;N... !Self;N... 1;N... !(X );Plunder/Shaman.jpg
Secluded Shrine;Plunder;Action - Duration;$3;+$1 The next time you gain a Treasure, trash up to 2 cards from your hand.;;;;+$1;**2;;;;;Plunder/Secluded_Shrine.jpg
Siren;Plunder;Action - Duration - Attack;$3;Each other player gains a Curse. At the start of your next turn, draw until you have 8 cards in hand.When you gain this, trash it unless you trash an Action from your hand.;;N =8;;;*1 or Self ?;;1;;;Plunder/Siren.jpg
Stowaway;Plunder;Action - Duration - Reaction;$3;At the start of your next turn, +2 Cards.When anyone gains a Duration card, you may play this from your hand.;**Pself;N +2;;;;;;;;Plunder/Stowaway.jpg
Taskmaster;Plunder;Action - Duration;$3;+1 Action, +$1, and if you gain a card costing exactly $5 this turn, then at the start of your next turn, repeat this ability.;+1, !N +1;;;+$1, !N +$1;;;;;;Plunder/Taskmaster.jpg
Abundance;Plunder;Treasure - Duration;$4;The next time you gain an Action card: +1 Buy and +$3.;;;**+1;**+$3;;;;;;Plunder/Abundance.jpg
Cabin Boy;Plunder;Action - Duration;$4;"+1 Card +1 Action At the start of your next turn, choose one: +$2; or trash this to gain a Duration card.";+1;+1;;N +$2?;N self?;;;!N 1;;Plunder/Cabin_Boy.jpg
Crucible;Plunder;Treasure;$4;Trash a card from your hand. +$1 per $1 it costs.;;;;+$X;1;;;;;Plunder/Crucible.jpg
Flagship;Plunder;Action - Duration - Command;$4;+$2 The next time you play a non-Command Action card, replay it.;**P1;;;+$2;;;;;;Plunder/Flagship.jpg
Fortune Hunter;Plunder;Action;$4;+$2 Look at the top 3 cards of your deck. You may play a Treasure from them. Put the rest back in any order.;;;;+$2, P1?;;;;;;Plunder/Fortune_Hunter.jpg
Gondola;Plunder;Treasure - Duration;$4;Either now or at the start of your next turn: +$2.When you gain this, you may play an Action card from your hand.;*P1;;;+$2?, N +$2?;;;;;;Plunder/Gondola.jpg
Harbor Village;Plunder;Action;$4;+1 Card +2 Actions After the next Action you play this turn, if it gave you +$, +$1.;+2;+1;;**+$1;;;;;;Plunder/Harbor_Village.jpg
Landing Party;Plunder;Action - Duration;$4;+2 Cards +2 Actions The next time the first card you play on a turn is a Treasure, put this onto your deck afterwards.;+2;+2;;;;;;;;Plunder/Landing_Party.jpg
Mapmaker;Plunder;Action - Reaction;$4;Look at the top 4 cards of your deck. Put 2 into your hand and discard the rest.When any player gains a Victory card, you may play this from your hand.;**Pself;+2;;;;;;;;Plunder/Mapmaker.jpg
Maroon;Plunder;Action;$4;Trash a card from your hand. +2 Cards per type it has (Action, Attack, etc.).;;+X;;;1;;;;;Plunder/Maroon.jpg
Rope;Plunder;Treasure - Duration;$4;$1 +1 Buy At the start of your next turn, +1 Card and you may trash a card from your hand.;;N +1;+1;+$1;N 1?;;;;;Plunder/Rope.jpg
Swamp Shacks;Plunder;Action;$4;+2 Actions +1 Card per 3 cards you have in play (round down).;+2;+X;;;;;;;;Plunder/Swamp_Shacks.jpg
Tools;Plunder;Treasure;$4;Gain a copy of a card anyone has in play.;;;;;;;;1;;Plunder/Tools.jpg
Buried Treasure;Plunder;Treasure - Duration;$5;At the start of your next turn, +1 Buy and +$3.When you gain this, play it.;*Pself;;N +1;N +$3;;;;;;Plunder/Buried_Treasure.jpg
Crew;Plunder;Action - Duration;$5;+3 Cards At the start of your next turn, put this onto your deck.;;+3;;;;;;;;Plunder/Crew.jpg
Cutthroat;Plunder;Action - Duration - Attack;$5;Each other player discards down to 3 cards in hand. The next time anyone gains a Treasure costing $5 or more, gain a Loot.;;;;;;;;**1;;Plunder/Cutthroat.jpg
Enlarge;Plunder;Action - Duration;$5;Now and at the start of your next turn: Trash a card from your hand, and gain one costing up to $2 more.;;;;;1, N 1;;;1, N 1;;Plunder/Enlarge.jpg
Figurine;Plunder;Treasure;$5;+2 Cards You may discard an Action card for +1 Buy and +$1.;;+2, -1?;!+1;!+$1;;;;;;Plunder/Figurine.jpg
First Mate;Plunder;Action;$5;Play any number of Action cards with the same name from your hand, then draw until you have 6 cards in hand.;PX;=6;;;;;;;;Plunder/First_Mate.jpg
Frigate;Plunder;Action - Duration - Attack;$5;+$3 Until the start of your next turn, each time another player plays an Action card, they discard down to 4 cards in hand afterwards.;;;;+$3;;;;;;Plunder/Frigate.jpg
Longship;Plunder;Action - Duration;$5;+2 Actions At the start of your next turn, +2 Cards.;+2;N +2;;;;;;;;Plunder/Longship.jpg
Mining Road;Plunder;Action;$5;+1 Action +1 Buy +$2 Once this turn, when you gain a Treasure, you may play it.;+1;;+1;+$2, !P1;;;;;;Plunder/Mining_Road.jpg
Pendant;Plunder;Treasure;$5;+$1 per differently named Treasure you have in play.;;;;+$X;;;;;;Plunder/Pendant.jpg
Pickaxe;Plunder;Treasure;$5;$1 Trash a card from your hand. If it costs $3 or more, gain a Loot to your hand.;;!(+1);;+$1;1;;;!1;;Plunder/Pickaxe.jpg
Pilgrim;Plunder;Action;$5;+4 Cards Put a card from your hand onto your deck.;;+4, -1;;;;;;;;Plunder/Pilgrim.jpg
Quartermaster;Plunder;Action - Duration;$5;"At the start of each of your turns for the rest of the game, choose one: Gain a card costing up to $4, setting it aside on this; or put a card from this into your hand.";;N... +1?;;;;;;N... 1?;;Plunder/Quartermaster.jpg
Silver Mine;Plunder;Treasure;$5;Gain a Treasure costing less than this to your hand.;;(+1);;;;;;1;;Plunder/Silver_Mine.jpg
Trickster;Plunder;Action - Attack;$5;Each other player gains a Curse. Once this turn, when you discard a Treasure from play, you may set it aside. Put it in your hand at end of turn.;;!(N +1);;;;;1;;;Plunder/Trickster.jpg
Wealthy Village;Plunder;Action;$5;+1 Card +2 ActionsWhen you gain this, if you have at least 3 differently named Treasures in play, gain a Loot.;+2;+1;;;;;;*1;;Plunder/Wealthy_Village.jpg
Sack of Loot;Plunder;Treasure;$6;$1 +1 Buy Gain a Loot.;;;+1;+$1;;;;1;;Plunder/Sack_of_Loot.jpg
King's Cache;Plunder;Treasure;$7;You may play a Treasure from your hand 3 times.;;;;P3?;;;;;;Plunder/King's_Cache.jpg
Amphora;Plunder;Treasure - Duration - Loot;$7*;Either now or at the start of your next turn: +1 Buy and +$3.;;;+1?, N +1?;+$3?, N +$3?;;;;;;Plunder/Amphora.jpg
Doubloons;Plunder;Treasure - Loot;$7*;$3When you gain this, gain a Gold.;;;;+$3;;;;1;;Plunder/Doubloons.jpg
Endless Chalice;Plunder;Treasure - Duration - Loot;$7*;Now and at the start of each of your turns for the rest of the game: $1 +1 Buy;;;N... +1;N... +$1;;;;;;Plunder/Endless_Chalice.jpg
Figurehead;Plunder;Treasure - Duration - Loot;$7*;$3 At the start of your next turn, +2 Cards.;;N +2;;+$3;;;;;;Plunder/Figurehead.jpg
Hammer;Plunder;Treasure - Loot;$7*;$3 Gain a card costing up to $4.;;;;+$3;;;;1;;Plunder/Hammer.jpg
Insignia;Plunder;Treasure - Loot;$7*;$3 This turn, when you gain a card, you may put it onto your deck.;;;;+$3;;;;;;Plunder/Insignia.jpg
Jewels;Plunder;Treasure - Duration - Loot;$7*;$3 +1 Buy At the start of your next turn, put this on the bottom of your deck.;;;+1;+$3;;;;;;Plunder/Jewels.jpg
Orb;Plunder;Treasure - Loot;$7*;"Look through your discard pile. Choose one: Play an Action or Treasure from it; or +1 Buy and +$3.";P1?;;+1?;P1?, +$3?;;;;;;Plunder/Orb.jpg
Prize Goat;Plunder;Treasure - Loot;$7*;$3 +1 Buy You may trash a card from your hand.;;;+1;+$3;1?;;;;;Plunder/Prize_Goat.jpg
Puzzle Box;Plunder;Treasure - Loot;$7*;$3 +1 Buy You may set aside a card from your hand face down. Put it into your hand at end of turn.;;-1, !(N +1);+1;+$3;;;;;;Plunder/Puzzle_Box.jpg
Sextant;Plunder;Treasure - Loot;$7*;$3 +1 Buy Look at the top 5 cards of your deck. Discard any number. Put the rest back in any order.;;;+1;+$3;;;;;;Plunder/Sextant.jpg
Shield;Plunder;Treasure - Reaction - Loot;$7*;$3 +1 BuyWhen another player plays an Attack, you may first reveal this from your hand to be unaffected.;;;+1;+$3;;;;;;Plunder/Shield.jpg
Spell Scroll;Plunder;Action - Treasure - Loot;$7*;Trash this to gain a cheaper card. If it's an Action or Treasure, you may play it.;!P1?;;;!P1?;Self;;;1;;Plunder/Spell_Scroll.jpg
Staff;Plunder;Treasure - Loot;$7*;$3 +1 Buy You may play an Action from your hand.;P1?;;+1;+$3;;;;;;Plunder/Staff.jpg
Sword;Plunder;Treasure - Attack - Loot;$7*;$3 +1 Buy Each other player discards down to 4 cards in hand.;;;+1;+$3;;;;;;Plunder/Sword.jpg
Bury;Plunder;Event;$1;+1 Buy Put any card from your discard pile on the bottom of your deck.;;;+1;;;;;;;Plunder/Bury.jpg
Avoid;Plunder;Event;$2;+1 Buy The next time you shuffle this turn, pick up to 3 of those cards to put into your discard pile.;;;+1;;;;;;;Plunder/Avoid.jpg
Deliver;Plunder;Event;$2;+1 Buy This turn, each time you gain a card, set it aside, and put it into your hand at end of turn.;;(N +X);+1;;;;;;;Plunder/Deliver.jpg
Peril;Plunder;Event;$2;You may trash an Action card from your hand to gain a Loot.;;;;;1?;;;!1;;Plunder/Peril.jpg
Rush;Plunder;Event;$2;+1 Buy The next time you gain an Action card this turn, play it.;!P1;;+1;;;;;;;Plunder/Rush.jpg
Foray;Plunder;Event;$3;Discard 3 cards, revealing them. If they have 3 different names, gain a Loot.;;-3;;;;;;!1;;Plunder/Foray.jpg
Launch;Plunder;Event;$3;Once per turn: Return to your Action phase. +1 Card, +1 Action, and +1 Buy.;+1;+1;+1;;;;;;;Plunder/Launch.jpg
Mirror;Plunder;Event;$3;+1 Buy The next time you gain an Action card this turn, gain a copy of it.;;;+1;;;;;1;;Plunder/Mirror.jpg
Prepare;Plunder;Event;$3;Set aside your hand face up. At the start of your next turn, play those Actions and Treasures in any order, then discard the rest.;N PX;;;N PX;;;;;;Plunder/Prepare.jpg
Scrounge;Plunder;Event;$3;"Choose one: Trash a card from your hand; or gain an Estate from the trash, and if you did, gain a card costing up to $5.";;;;;1?;;;1?, !1;(1 ?);Plunder/Scrounge.jpg
Journey;Plunder;Event;$4;You don't discard cards from play in Clean-up this turn. Take an extra turn after this one (but not a 3rd turn in a row).;;;;;;;;;;Plunder/Journey.jpg
Maelstrom;Plunder;Event;$4;Trash 3 cards from your hand. Each other player with 5 or more cards in hand trashes one of them.;;;;;3;;;;;Plunder/Maelstrom.jpg
Looting;Plunder;Event;$6;Gain a Loot.;;;;;;;;1;;Plunder/Looting.jpg
Invasion;Plunder;Event;$10;"You may play an Attack from your hand. Gain a Duchy. Gain an Action onto your deck. Gain a Loot; play it.";P1?;;;P1?, P1;;;;3;(3 );Plunder/Invasion.jpg
Prosper;Plunder;Event;$10;Gain a Loot, plus any number of differently named Treasures.;;;;;;;;X;;Plunder/Prosper.jpg
Cheap;Plunder;Trait;;Cheap cards cost $1 less.;;;;R1self;;;;;;Plunder/Cheap.jpg
Cursed;Plunder;Trait;;When you gain a Cursed card, gain a Loot and a Curse.;;;;;;;Self;2;(-1 );Plunder/Cursed.jpg
Fated;Plunder;Trait;;When shuffling, you may look through the cards and reveal Fated cards to put them on the top or bottom.;;;;;;;;;;Plunder/Fated.jpg
Fawning;Plunder;Trait;;When you gain a Province, gain a Fawning card.;;;;;;;;1;;Plunder/Fawning.jpg
Friendly;Plunder;Trait;;At the start of your Clean-up phase, you may discard a Friendly card to gain a Friendly card.;;;;;;;;1?;;Plunder/Friendly.jpg
Hasty;Plunder;Trait;;When you gain a Hasty card, set it aside, and play it at the start of your next turn.;N P1;;;;;;;;;Plunder/Hasty.jpg
Inherited;Plunder;Trait;;Setup: You start the game with an Inherited card in place of a starting card you choose.;;;;;;;;;;Plunder/Inherited.jpg
Inspiring;Plunder;Trait;;After playing an Inspiring card on your turn, you may play an Action from your hand that you don't have a copy of in play.;P1?;;;;;;;;;Plunder/Inspiring.jpg
Nearby;Plunder;Trait;;When you gain a Nearby card, +1 Buy.;;;*+1;;;;;;;Plunder/Nearby.jpg
Patient;Plunder;Trait;;At the start of your Clean-up phase, you may set aside Patient cards from your hand to play them at the start of your next turn.;N P1?;;;;;;;;;Plunder/Patient.jpg
Pious;Plunder;Trait;;When you gain a Pious card, you may trash a card from your hand.;;;;;*1;;;;;Plunder/Pious.jpg
Reckless;Plunder;Trait;;Follow the instructions of played Reckless cards twice. When discarding one from play, return it to its pile.;(Pself);;;;Self;;;;;Plunder/Reckless.jpg
Rich;Plunder;Trait;;When you gain a Rich card, gain a Silver.;;;;;;;;*1;;Plunder/Rich.jpg
Shy;Plunder;Trait;;At the start of your turn, you may discard one Shy card for +2 Cards.;;-Self?, !+2;;;;;;;;Plunder/Shy.jpg
Tireless;Plunder;Trait;;When you discard a Tireless card from play, set it aside, and put it onto your deck at end of turn.;;;;;;;;;;Plunder/Tireless.jpg
Mountain Shrine;Rising Sun;Action - Omen;5D;+1Sun.png +$2 You may trash a card from your hand. Then if there are any Action cards in the trash, +2 Cards.;;!+2;;+$2;1?;;;;;Rising Sun/Mountain_Shrine.jpg
Daimyo;Rising Sun;Action - Command;6D;+1 Card +1 Action The next time you play a non-Command Action card this turn, replay it afterwards.;+1,(P1);+1;;;;;;;;Rising Sun/Daimyo.jpg
Artist;Rising Sun;Action;8D;+1 Action +1 Card per card you have exactly one copy of in play.;+1;+X;;;;;;;;Rising Sun/Artist.jpg
Fishmonger;Rising Sun;Action - Shadow;$2;+1 Buy +$1You can play this from your deck as if in your hand.;;;+1;+$1;;;;;;Rising Sun/Fishmonger.jpg
Snake Witch;Rising Sun;Action - Attack;$2;+1 Card +1 Action If your hand has no duplicate cards, you may reveal it and return this to its pile, to have each other play gain a Curse.;+1;+1;;;!Self;;!1;;;Rising Sun/Snake_Witch.jpg
Aristocrat;Rising Sun;Action;$3;"If the number of Aristrocrats you have in play is: 1 or 5: +3 Actions; 2 or 6: +3 Cards; 3 or 7: +$3; 4 or 8: +3 Buys.";!+3;!+3;!+3;!+$3;;;;;;Rising Sun/Aristocrat.jpg
Craftsman;Rising Sun;Action;$3;+ 2D Gain a card costing up to $5.;;;;+ 2D;;;;1;;Rising Sun/Craftsman.jpg
Riverboat;Rising Sun;Action - Duration;$3;At the start of your next turn, play the set aside card, leaving it there.Setup: Set-aside an unused non-Duration Action card costing $5.;;;;;;;;;;Rising Sun/Riverboat.jpg
Root Cellar;Rising Sun;Action;$3;+3 Cards +1 Action + 3D;+1;+3;;+ 3D;;;;;;Rising Sun/Root_Cellar.jpg
Alley;Rising Sun;Action - Shadow;$4;+1 Card +1 Action Discard a card.You can play this from your deck as if in your hand.;+1;+1, +1?, -1;;;;;;;;Rising Sun/Alley.jpg
Change;Rising Sun;Action;$4;If you have any D, +$3. Otherwise, trash a card from your hand, and gain a card costing more $ than it. + D equal to the difference in $.;;;;!+$3, !+ XD;!1;;;!1;;Rising Sun/Change.jpg
Ninja;Rising Sun;Action - Attack - Shadow;$4;+1 Card Each other player discards down to 3 cards in hand.You can play this from your deck as if in your hand.;;+1;;;;;;;;Rising Sun/Ninja.jpg
Poet;Rising Sun;Action - Omen;$4;+1Sun.png +1 Card +1 Action Reveal the top card of your deck. If it costs $3 or less, put it into your hand.;+1;+1, !+1;;;;;;;;Rising Sun/Poet.jpg
River Shrine;Rising Sun;Action - Omen;$4;+1Sun.png Trash up to 2 cards from your hand. At the start of Clean-up, if you didn't gain any cards during your Buy phase this turn, gain a card costing up to $4.;;;;;0-2;;;!1;;Rising Sun/River_Shrine.jpg
Rustic Village;Rising Sun;Action - Omen;$4;+1Sun.png +1 Card +2 Actions You may discard 2 cards for +1 Card.;+2;+1,-2?,!+1;;;;;;;;Rising Sun/Rustic_Village.jpg
Gold Mine;Rising Sun;Action;$5;+1 Card +1 Action +1 Buy You may gain a Gold and get + 4D.;+1;+1;+1;+ 4D?;;;;1?;;Rising Sun/Gold_Mine.jpg
Imperial Envoy;Rising Sun;Action;$5;+5 Cards +1 Buy + 2D;;+5;+1;+ 2D;;;;;;Rising Sun/Imperial_Envoy.jpg
