CSO1;CSO2;Rule
capitalism;way_of_the_frog;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Frog both in your Action and Buy phase. Remember that + Actions can't be used during your Buy phase.
capitalism;way_of_the_goat;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Goat both in your Action and Buy phase.
capitalism;way_of_the_horse;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Horse both in your Action and Buy phase. Remember that + Actions can't be used during your Buy phase.
capitalism;way_of_the_mole;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Mole both in your Action and Buy phase. Remember that + Actions can't be used during your Buy phase.
capitalism;way_of_the_monkey;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Monkey both in your Action and Buy phase.
capitalism;way_of_the_mouse;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Mouse both in your Action and Buy phase. Remember that + Actions can't be used during your Buy phase.
capitalism;way_of_the_mule;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Mule both in your Action and Buy phase. Remember that + Actions can't be used during your Buy phase.
capitalism;way_of_the_otter;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Otter both in your Action and Buy phase.
capitalism;way_of_the_owl;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Owl both in your Action and Buy phase.
capitalism;way_of_the_ox;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Ox both in your Action and Buy phase. Remember that + Actions can't be used during your Buy phase.
capitalism;way_of_the_pig;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Pig both in your Action and Buy phase. Remember that + Actions can't be used during your Buy phase.
capitalism;way_of_the_rat;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Rat both in your Action and Buy phase.
capitalism;way_of_the_seal;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Seal both in your Action and Buy phase.
capitalism;way_of_the_sheep;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Sheep both in your Action and Buy phase.
capitalism;way_of_the_squirrel;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Squirrel both in your Action and Buy phase.
capitalism;way_of_the_turtle;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Turtle both in your Action and Buy phase.
capitalism;way_of_the_worm;Once Capitalism is active, you can choose to play your new-found Action-Treasures as Way of the Worm both in your Action and Buy phase.
captain;carpenter;If you play Carpenter using Captain, you can gain a Carpenter with it (despite Captain saying 'leaving it there', as this just refers to the card moving into play).
captain;change;If you play Change using Captain, trashing an appropriate card from your hand, you can gain another Change with it (despite Captain saying 'leaving it there', as this just refers to the card moving into play).
captain;craftsman;If you play Craftsman using Captain, you can gain a Craftsman with it (despite Captain saying 'leaving it there', as this just refers to the card moving into play).
captain;daimyo;If you play Daimyo and then Captain, which you use to play an Action card from the Supply, the Action card is replayed as Captain is a Command card.
captain;death_cart;If you play Death Cart using Captain and try to trash itself, it stays where it was, and you do not get the effect you would have gotten from trashing it.
captain;duplicate;If you play a Duplicate using Captain, you don't put anything onto your Tavern mat.
captain;embargo;If you play Embargo using Captain and try to trash itself, it stays where it was, and you do not get the effect you would have gotten from trashing it.
captain;farmers_market;If you play Farmers' Market using Captain, it stays where it was, and *do* get the effect you would have gotten from trashing it.
captain;feast;"If you play Feast using Captain, it stays where it was, and *do* get the effect you would have gotten from trashing it.
If you play Feast using Captain, you can gain a Feast with it (despite Captain saying 'leaving it there', as this just refers to the card moving into play)."
captain;flagship;If you play Flagship and then Captain, which you use to play an Action card from the Supply, the Action card is replayed as Captain is a Command card.
captain;groom;If you play Groom using Captain, you can gain a Groom with it (despite Captain saying 'leaving it there', as this just refers to the card moving into play).
captain;guide;If you play a Guide using Captain, you don't put anything onto your Tavern mat.
captain;hermit;If you play Hermit using Captain, you can gain a Hermit with it (despite Captain saying 'leaving it there', as this just refers to the card moving into play).
captain;inventor;If you play Inventor using Captain, you can gain a Inventor with it (despite Captain saying 'leaving it there', as this just refers to the card moving into play).
captain;ironworks;If you play Ironworks using Captain, you can gain a Ironworks with it (despite Captain saying 'leaving it there', as this just refers to the card moving into play).
captain;knights;If you play Sir Martin using Captain, you do not trash it even if you trash an opponent's Knight with it.
captain;mining_village;If you play Mining Village using Captain and try to trash itself, it stays where it was, and you do not get the effect you would have gotten from trashing it.
