Card1;Card2;Rule
way_of_the_mule;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Mule. Remember that +$ and + Action can't normally be used on other player's turns.
way_of_the_otter;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Otter.
way_of_the_otter;werewolf;When you play Werewolf, you can still decide to play it as Way of the Otter, whether you are in your Action or in your Night phase.
way_of_the_owl;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Owl.
way_of_the_owl;werewolf;When you play Werewolf, you can still decide to play it as Way of the Owl, whether you are in your Action or in your Night phase.
way_of_the_ox;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Ox. Remember that + Action can't normally be used on other player's turns.
way_of_the_pig;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Pig. Remember that + Action can't normally be used on other player's turns.
way_of_the_pig;werewolf;When you play Werewolf, you can still decide to play it as Way of the Pig, whether you are in your Action or in your Night phase. Remember that + Actions can't be used during your Night phase.
way_of_the_rat;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Rat.
way_of_the_rat;werewolf;When you play Werewolf, you can still decide to play it as Way of the Rat, whether you are in your Action or in your Night phase.
way_of_the_seal;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Seal. Remember that +$ can't normally be used on other player's turns.
way_of_the_seal;werewolf;When you play Werewolf, you can still decide to play it as Way of the Seal, whether you are in your Action or in your Night phase.
way_of_the_sheep;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Sheep. Remember that +$ can't normally be used on other player's turns.
way_of_the_squirrel;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Squirrel.
way_of_the_squirrel;werewolf;When you play Werewolf, you can still decide to play it as Way of the Squirrel, whether you are in your Action or in your Night phase.
way_of_the_turtle;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Turtle.
way_of_the_turtle;werewolf;When you play Werewolf, you can still decide to play it as Way of the Turtle, whether you are in your Action or in your Night phase.
way_of_the_worm;weaver;When you react and play Weaver during another player's turn, you can decide to play it as Way of the Worm.
way_of_the_worm;werewolf;When you play Werewolf, you can still decide to play it as Way of the Worm, whether you are in your Action or in your Night phase.
